Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_46_29,VGND,li1,21.6200,136.0000,0.000022
FILLER_46_26,VGND,li1,17.9400,136.0000,0.000024
FILLER_45_319,VGND,li1,155.0200,136.0000,0.000143
FILLER_45_310,VGND,li1,148.3500,136.0000,0.000142
FILLER_45_304,VGND,li1,146.7400,136.0000,0.000142
FILLER_45_292,VGND,li1,142.6000,136.0000,0.000140
FILLER_45_287,VGND,li1,137.7700,136.0000,0.000139
FILLER_45_281,VGND,li1,136.1600,136.0000,0.000138
FILLER_45_278,VGND,li1,133.8600,136.0000,0.000137
FILLER_45_271,VGND,li1,131.1000,136.0000,0.000136
FILLER_45_259,VGND,li1,127.4200,136.0000,0.000133
FILLER_45_255,VGND,li1,123.0500,136.0000,0.000131
FILLER_45_249,VGND,li1,121.4400,136.0000,0.000131
FILLER_45_237,VGND,li1,117.3000,136.0000,0.000128
FILLER_45_225,VGND,li1,111.7800,136.0000,0.000123
FILLER_45_214,VGND,li1,104.1900,136.0000,0.000117
FILLER_45_208,VGND,li1,102.5800,136.0000,0.000117
FILLER_45_201,VGND,li1,98.2100,136.0000,0.000114
FILLER_45_193,VGND,li1,96.1400,136.0000,0.000111
FILLER_45_181,VGND,li1,91.5400,136.0000,0.000108
FILLER_45_169,VGND,li1,86.0200,136.0000,0.000102
FILLER_45_156,VGND,li1,80.0400,136.0000,0.000095
FILLER_45_144,VGND,li1,74.5200,136.0000,0.000090
FILLER_45_132,VGND,li1,69.0000,136.0000,0.000084
FILLER_45_120,VGND,li1,63.4800,136.0000,0.000078
FILLER_45_111,VGND,li1,56.8100,136.0000,0.000069
FILLER_45_103,VGND,li1,54.7400,136.0000,0.000067
FILLER_45_98,VGND,li1,51.2900,136.0000,0.000064
FILLER_45_90,VGND,li1,48.7600,136.0000,0.000060
FILLER_45_69,VGND,li1,39.1000,136.0000,0.000046
FILLER_45_57,VGND,li1,34.5000,136.0000,0.000037
FILLER_45_53,VGND,li1,30.5900,136.0000,0.000031
FILLER_45_45,VGND,li1,28.0600,136.0000,0.000028
FILLER_45_33,VGND,li1,23.4600,136.0000,0.000021
FILLER_45_26,VGND,li1,17.7100,136.0000,0.000024
FILLER_44_329,VGND,li1,158.2400,130.5600,0.000167
FILLER_44_309,VGND,li1,148.1200,130.5600,0.000165
FILLER_44_307,VGND,li1,146.9700,130.5600,0.000165
FILLER_44_303,VGND,li1,145.8200,130.5600,0.000164
FILLER_44_289,VGND,li1,141.2200,130.5600,0.000162
FILLER_44_277,VGND,li1,135.7000,130.5600,0.000160
FILLER_44_265,VGND,li1,130.1800,130.5600,0.000158
FILLER_44_253,VGND,li1,124.6600,130.5600,0.000155
FILLER_44_251,VGND,li1,121.2100,130.5600,0.000153
FILLER_44_243,VGND,li1,119.1400,130.5600,0.000152
FILLER_44_236,VGND,li1,115.0000,130.5600,0.000149
FILLER_44_209,VGND,li1,104.4200,130.5600,0.000141
FILLER_44_197,VGND,li1,98.9000,130.5600,0.000137
FILLER_44_190,VGND,li1,94.3000,130.5600,0.000133
FILLER_44_178,VGND,li1,90.1600,130.5600,0.000129
FILLER_44_166,VGND,li1,84.6400,130.5600,0.000121
FILLER_44_160,VGND,li1,79.8100,130.5600,0.000115
FILLER_44_141,VGND,li1,70.8400,130.5600,0.000104
FILLER_44_132,VGND,li1,66.7000,130.5600,0.000099
FILLER_44_124,VGND,li1,62.7900,130.5600,0.000092
FILLER_44_112,VGND,li1,59.8000,130.5600,0.000085
