net,length_um
_02072_,25.22µm
_05994_,25.18µm
net205,25.16µm
_02050_,25.14µm
_02394_,25.14µm
_05340_,25.14µm
_06120_,25.13µm
_03660_,25.12µm
_04211_,25.1µm
_00047_,25.06µm
_02532_,25.02µm
_05458_,24.97µm
_00241_,24.96µm
_03482_,24.96µm
_05185_,24.92µm
_00327_,24.88µm
_02910_,24.88µm
_04856_,24.88µm
_05119_,24.88µm
_00413_,24.86µm
_03851_,24.84µm
_04169_,24.84µm
_05795_,24.8µm
_01565_,24.78µm
_05810_,24.78µm
_03547_,24.765µm
_02591_,24.74µm
_03946_,24.72µm
_04365_,24.72µm
_03833_,24.7µm
_05459_,24.7µm
_06313_,24.7µm
_03278_,24.66µm
_00702_,24.62µm
_01047_,24.6µm
_01820_,24.56µm
w32[2],24.53µm
_00177_,24.52µm
_00833_,24.52µm
_00033_,24.48µm
_01072_,24.46µm
_01337_,24.46µm
_03000_,24.46µm
_04125_,24.46µm
_04937_,24.46µm
_00045_,24.38µm
_03854_,24.38µm
_01168_,24.34µm
_01751_,24.34µm
_04982_,24.33µm
_03065_,24.32µm
_03508_,24.32µm
_05726_,24.32µm
_01440_,24.3µm
_03322_,24.3µm
_01106_,24.28µm
_06597_,24.28µm
_01380_,24.26µm
_01299_,24.24µm
_01301_,24.22µm
_03720_,24.22µm
_03324_,24.21µm
_03761_,24.2µm
_02513_,24.18µm
_05277_,24.18µm
_01346_,24.16µm
_01866_,24.16µm
_00035_,24.14µm
_04630_,24.12µm
_03439_,24.1µm
_03479_,24.08µm
_02201_,24.06µm
_06457_,24.02µm
_03968_,23.98µm
_02970_,23.96µm
_03240_,23.96µm
net717,23.93µm
_05607_,23.92µm
_00259_,23.9µm
_00643_,23.9µm
_00141_,23.88µm
_01818_,23.88µm
_01943_,23.88µm
net365,23.84µm
_00218_,23.73µm
_01781_,23.68µm
_01957_,23.68µm
_00199_,23.66µm
_06341_,23.66µm
_02051_,23.64µm
_04876_,23.64µm
net177,23.64µm
_04048_,23.6µm
_06025_,23.6µm
_06399_,23.6µm
_04096_,23.55µm
_00182_,23.52µm
_03886_,23.52µm
_02403_,23.5µm
_03681_,23.495µm
_04360_,23.46µm
_00612_,23.38µm
_04969_,23.38µm
_03817_,23.36µm
_01289_,23.345µm
_04119_,23.3µm
_02992_,23.28µm
_04722_,23.28µm
_02308_,23.26µm
_06661_,23.26µm
_02601_,23.23µm
_05394_,23.22µm
_04120_,23.18µm
_04654_,23.18µm
_04763_,23.16µm
_03280_,23.14µm
_05478_,23.14µm
_00870_,23.12µm
_04973_,23.1µm
_00273_,23.08µm
_01779_,23.08µm
_05562_,23.06µm
_03137_,23µm
_00049_,22.98µm
_06272_,22.96µm
_02547_,22.94µm
_01486_,22.9µm
_00256_,22.88µm
_03203_,22.84µm
_06220_,22.84µm
_02464_,22.8µm
_03107_,22.8µm
_01865_,22.775µm
_06105_,22.76µm
_06340_,22.74µm
_05877_,22.72µm
_06055_,22.72µm
net170,22.72µm
_04594_,22.68µm
_00219_,22.66µm
_03296_,22.66µm
net349,22.645µm
_05293_,22.64µm
_01750_,22.63µm
_05381_,22.62µm
_03034_,22.6µm
_04665_,22.59µm
_02931_,22.58µm
_03283_,22.58µm
_05518_,22.58µm
_06418_,22.58µm
_06598_,22.58µm
_01433_,22.56µm
_02531_,22.56µm
_03480_,22.5µm
_05338_,22.5µm
_00192_,22.42µm
_00206_,22.42µm
_04550_,22.42µm
_05853_,22.42µm
_00001_,22.4µm
_00382_,22.4µm
_03490_,22.36µm
_05687_,22.36µm
_02981_,22.34µm
_02108_,22.33µm
_01429_,22.3µm
_02479_,22.28µm
_00371_,22.26µm
_00730_,22.26µm
_05516_,22.26µm
_01582_,22.24µm
_06179_,22.24µm
_00252_,22.16µm
_02336_,22.16µm
_02505_,22.16µm
_04317_,22.145µm
_03497_,22.14µm
_05982_,22.14µm
_01640_,22.13µm
_01434_,22.12µm
_06306_,22.12µm
_00324_,22.1µm
_01895_,22.08µm
_02741_,22.08µm
_02800_,22.08µm
_03216_,22.08µm
_05319_,22.07µm
_01169_,22.06µm
_01896_,22.05µm
_03680_,22.02µm
_02687_,22µm
_03598_,21.98µm
_04914_,21.98µm
_06147_,21.98µm
_05434_,21.96µm
_05088_,21.9µm
_03178_,21.82µm
_04586_,21.82µm
_02973_,21.8µm
_04285_,21.8µm
_00048_,21.78µm
_04694_,21.78µm
_00280_,21.76µm
_06466_,21.76µm
_04980_,21.74µm
net225,21.74µm
_06200_,21.72µm
_05202_,21.68µm
_00903_,21.66µm
_01507_,21.66µm
_03398_,21.66µm
_03017_,21.6µm
_03102_,21.6µm
_01992_,21.58µm
_04260_,21.58µm
_01283_,21.56µm
_05818_,21.56µm
_01051_,21.54µm
_01056_,21.54µm
_05083_,21.54µm
_00483_,21.52µm
_01412_,21.5µm
_05461_,21.5µm
_05638_,21.5µm
_00559_,21.48µm
_04855_,21.46µm
_06216_,21.46µm
_05230_,21.42µm
_04021_,21.4µm
_06097_,21.39µm
_04419_,21.38µm
_01688_,21.36µm
_03001_,21.3µm
_04976_,21.3µm
_05162_,21.3µm
_02798_,21.26µm
_04557_,21.26µm
_04953_,21.22µm
_01542_,21.2µm
_06242_,21.165µm
_05636_,21.16µm
_03159_,21.155µm
_01310_,21.14µm
_01724_,21.14µm
_01902_,21.14µm
_00368_,21.12µm
_00672_,21.12µm
_01590_,21.12µm
_03634_,21.1µm
net91,21.1µm
_01364_,21.06µm
_00405_,21.04µm
_02081_,21.04µm
_02777_,21.02µm
_05284_,21µm
_06188_,21µm
_04938_,20.98µm
_06057_,20.98µm
_03357_,20.96µm
_06525_,20.9µm
_02783_,20.88µm
_04670_,20.88µm
_05654_,20.88µm
_05815_,20.88µm
_05988_,20.88µm
_02202_,20.84µm
_05892_,20.84µm
w22[3],20.83µm
_01064_,20.82µm
w02[7],20.81µm
_03468_,20.8µm
_06150_,20.8µm
_03212_,20.78µm
_04417_,20.78µm
_01819_,20.76µm
_05845_,20.76µm
_03861_,20.7µm
_01314_,20.66µm
_00322_,20.64µm
_02707_,20.64µm
_04822_,20.64µm
_03697_,20.615µm
_03364_,20.56µm
_01061_,20.52µm
_02073_,20.48µm
_05121_,20.46µm
_04944_,20.44µm
_00893_,20.4µm
_01780_,20.4µm
_04482_,20.4µm
_06300_,20.4µm
_00564_,20.38µm
_00780_,20.38µm
_01216_,20.38µm
_05771_,20.38µm
_06458_,20.38µm
_02346_,20.34µm
_00492_,20.28µm
_01880_,20.24µm
_03472_,20.24µm
_03888_,20.22µm
_01306_,20.2µm
_05655_,20.2µm
_06672_,20.2µm
net130,20.2µm
_00000_,20.18µm
_05382_,20.18µm
_02082_,20.16µm
_02235_,20.14µm
_06464_,20.14µm
_04234_,20.125µm
_05133_,20.12µm
_05766_,20.12µm
_02993_,20.1µm
_04902_,20.1µm
_01556_,20.08µm
_04789_,20.08µm
_05283_,20.08µm
_06141_,20.08µm
_02373_,20.06µm
_04349_,20.06µm
_05111_,20.06µm
_06205_,20.04µm
_06463_,20.04µm
_01862_,19.98µm
_04756_,19.98µm
_03138_,19.965µm
_04468_,19.96µm
_05333_,19.96µm
_06267_,19.96µm
_01550_,19.94µm
_05648_,19.93µm
_02358_,19.92µm
_03915_,19.92µm
_01431_,19.88µm
_01913_,19.88µm
_03038_,19.88µm
_01145_,19.86µm
_01894_,19.86µm
_02994_,19.84µm
_04961_,19.84µm
_05479_,19.84µm
_05922_,19.84µm
_06305_,19.825µm
_03805_,19.82µm
_04286_,19.79µm
_01441_,19.76µm
_03032_,19.76µm
in0[5],19.73µm
_02068_,19.72µm
_02542_,19.72µm
_04217_,19.72µm
_01347_,19.7µm
_01581_,19.7µm
_05480_,19.66µm
_06369_,19.66µm
_04633_,19.64µm
_03788_,19.6µm
_00722_,19.54µm
_00999_,19.54µm
_03176_,19.52µm
net30,19.52µm
_01320_,19.5µm
_02598_,19.5µm
_03363_,19.5µm
net228,19.5µm
_01277_,19.48µm
_05456_,19.48µm
_00941_,19.46µm
_02698_,19.46µm
_04785_,19.46µm
_00575_,19.45µm
_02782_,19.42µm
_04466_,19.42µm
_04470_,19.42µm
_05978_,19.4µm
_02533_,19.38µm
_03852_,19.38µm
_00928_,19.36µm
_02228_,19.36µm
_03259_,19.36µm
_06381_,19.36µm
_06563_,19.36µm
_03969_,19.35µm
_04838_,19.34µm
_06008_,19.33µm
_01576_,19.3µm
_04161_,19.3µm
_02242_,19.26µm
_04041_,19.24µm
_04188_,19.24µm
_06214_,19.24µm
net542,19.235µm
_02285_,19.23µm
_01148_,19.2µm
_02647_,19.2µm
_03086_,19.16µm
_06282_,19.08µm
_02067_,19.06µm
_04525_,19.06µm
_00414_,19.04µm
_06164_,19.02µm
_01256_,19µm
_04853_,19µm
_05947_,19µm
_06485_,19µm
_03167_,18.98µm
_03668_,18.98µm
_00181_,18.94µm
_01045_,18.94µm
_01108_,18.94µm
net214,18.94µm
_02999_,18.92µm
_05533_,18.9µm
_00258_,18.86µm
_02899_,18.86µm
_03965_,18.82µm
_02560_,18.8µm
_02263_,18.78µm
w02[1],18.75µm
_01059_,18.74µm
_02063_,18.7µm
_02982_,18.7µm
_06613_,18.7µm
net824,18.7µm
_01734_,18.68µm
_02579_,18.68µm
_04418_,18.68µm
_02536_,18.66µm
_04295_,18.66µm
_05662_,18.66µm
_06452_,18.66µm
_03516_,18.64µm
_04700_,18.64µm
_01618_,18.62µm
_00422_,18.6µm
_00904_,18.6µm
_02064_,18.6µm
_02935_,18.58µm
_03194_,18.58µm
_00435_,18.56µm
_03202_,18.56µm
_05077_,18.56µm
_05262_,18.56µm
_05634_,18.56µm
net224,18.56µm
_00136_,18.55µm
_00707_,18.54µm
_04301_,18.54µm
_06217_,18.54µm
_02975_,18.52µm
_05703_,18.51µm
_04787_,18.5µm
_00920_,18.48µm
_03566_,18.48µm
_03863_,18.48µm
_06094_,18.48µm
_00171_,18.46µm
_01192_,18.46µm
_04187_,18.46µm
_05657_,18.46µm
_06151_,18.46µm
_02026_,18.44µm
_03847_,18.44µm
_01705_,18.4µm
_02357_,18.38µm
net752,18.38µm
_02773_,18.36µm
_02677_,18.34µm
_05318_,18.34µm
_06542_,18.34µm
_03135_,18.3µm
_03583_,18.3µm
_00448_,18.29µm
_00649_,18.28µm
_04366_,18.28µm
_04993_,18.28µm
_02603_,18.24µm
_05080_,18.24µm
_05811_,18.24µm
_05827_,18.24µm
_05110_,18.22µm
_01589_,18.2µm
_04362_,18.2µm
_05931_,18.2µm
_02563_,18.185µm
_05485_,18.18µm
_05797_,18.18µm
_05873_,18.16µm
_01054_,18.14µm
_01964_,18.14µm
_04803_,18.14µm
_00650_,18.105µm
_01855_,18.1µm
net787,18.1µm
_03134_,18.09µm
_02995_,18.08µm
_03242_,18.08µm
_04135_,18.08µm
_04727_,18.08µm
_05527_,18.08µm
_00599_,18.06µm
_01889_,18.06µm
_02630_,18.06µm
_01389_,18.04µm
_01948_,18.02µm
_04528_,18.02µm
_00977_,18µm
_03145_,18µm
_05690_,18µm
_04932_,17.98µm
_05095_,17.96µm
_06484_,17.96µm
_03795_,17.94µm
_04087_,17.92µm
net169,17.92µm
net175,17.92µm
_06268_,17.9µm
_02921_,17.89µm
_01326_,17.88µm
_02247_,17.88µm
_04004_,17.86µm
_05079_,17.84µm
_00466_,17.82µm
_03289_,17.82µm
_03354_,17.82µm
_04691_,17.82µm
_05424_,17.82µm
_02437_,17.8µm
_02589_,17.78µm
_02611_,17.78µm
_02906_,17.78µm
_04840_,17.78µm
_05174_,17.78µm
_05377_,17.78µm
_01514_,17.74µm
_04101_,17.74µm
_05751_,17.74µm
_06231_,17.74µm
_03320_,17.72µm
_00145_,17.7µm
_02989_,17.7µm
_04210_,17.7µm
_04730_,17.7µm
_06669_,17.67µm
_00406_,17.66µm
_02006_,17.66µm
_03199_,17.66µm
_03507_,17.66µm
_04806_,17.66µm
_06356_,17.66µm
_01087_,17.64µm
_01171_,17.64µm
_01365_,17.64µm
_02140_,17.64µm
_05767_,17.64µm
_06586_,17.64µm
_02359_,17.62µm
_02852_,17.62µm
_00056_,17.6µm
_03139_,17.58µm
_04888_,17.56µm
_01422_,17.54µm
_02528_,17.54µm
_06656_,17.53µm
_04576_,17.52µm
_04992_,17.52µm
_05131_,17.52µm
_00842_,17.505µm
_02517_,17.5µm
_04801_,17.5µm
_06076_,17.48µm
_01311_,17.46µm
_05221_,17.46µm
_00053_,17.44µm
_02083_,17.44µm
_03141_,17.44µm
_05887_,17.44µm
net916,17.44µm
_01469_,17.42µm
_03153_,17.42µm
_03683_,17.42µm
_05064_,17.38µm
_03916_,17.36µm
_01908_,17.34µm
_04342_,17.325µm
_03024_,17.32µm
_05132_,17.32µm
_05604_,17.32µm
_05650_,17.32µm
_01635_,17.3µm
_04698_,17.3µm
_01771_,17.28µm
_00003_,17.26µm
_02816_,17.26µm
_03648_,17.26µm
_01175_,17.25µm
_04761_,17.24µm
net751,17.22µm
_01105_,17.2µm
_02744_,17.2µm
_03170_,17.2µm
_04636_,17.2µm
_05265_,17.2µm
_05632_,17.2µm
_06344_,17.2µm
_00757_,17.16µm
_00990_,17.16µm
_03075_,17.16µm
_04661_,17.16µm
_04931_,17.16µm
_03144_,17.14µm
_04799_,17.14µm
_06134_,17.14µm
_00434_,17.08µm
_01223_,17.08µm
_03016_,17.08µm
_06404_,17.08µm
_00614_,17.06µm
_02008_,17.02µm
_05618_,17.02µm
_03192_,17.005µm
_00360_,17µm
_00927_,16.99µm
_00849_,16.98µm
_06600_,16.98µm
_03512_,16.96µm
_01305_,16.94µm
_01999_,16.94µm
_02974_,16.93µm
_02025_,16.9µm
_06283_,16.9µm
_01035_,16.86µm
_02365_,16.855µm
_00959_,16.84µm
_06030_,16.84µm
_06090_,16.84µm
_01135_,16.82µm
_01353_,16.82µm
_04016_,16.82µm
_06635_,16.82µm
net176,16.82µm
_00210_,16.79µm
_01095_,16.78µm
_01295_,16.76µm
_05002_,16.74µm
_01776_,16.72µm
_05197_,16.72µm
_05658_,16.72µm
_02867_,16.7µm
_02791_,16.66µm
_04159_,16.66µm
_05793_,16.64µm
_01210_,16.62µm
_04975_,16.62µm
_05450_,16.62µm
_06167_,16.62µm
_01316_,16.6µm
_02960_,16.6µm
_04076_,16.6µm
_04638_,16.6µm
_00229_,16.585µm
_00737_,16.58µm
_02932_,16.58µm
_03046_,16.58µm
_03114_,16.58µm
_01163_,16.57µm
_03557_,16.56µm
_03010_,16.54µm
_01093_,16.52µm
_02229_,16.52µm
_01663_,16.5µm
_04736_,16.5µm
_05091_,16.5µm
_02784_,16.49µm
_02480_,16.46µm
_05822_,16.46µm
_05608_,16.44µm
_01689_,16.42µm
_04560_,16.42µm
_05621_,16.42µm
_02624_,16.4µm
_02848_,16.4µm
_05950_,16.4µm
_05475_,16.38µm
_00230_,16.36µm
_03011_,16.345µm
_02830_,16.34µm
_04794_,16.34µm
_00131_,16.32µm
_01758_,16.32µm
_04265_,16.32µm
_06348_,16.32µm
_03857_,16.28µm
_06194_,16.28µm
_03023_,16.27µm
_01571_,16.26µm
net201,16.26µm
_00253_,16.24µm
_00808_,16.24µm
_01167_,16.22µm
_06652_,16.215µm
_05433_,16.2µm
_05626_,16.2µm
_05843_,16.2µm
_01725_,16.18µm
_04480_,16.16µm
_06486_,16.16µm
_06591_,16.16µm
_00868_,16.14µm
_01385_,16.14µm
_02102_,16.14µm
_02209_,16.14µm
_06366_,16.14µm
_02510_,16.12µm
_05663_,16.12µm
_00366_,16.1µm
_00712_,16.1µm
_00729_,16.1µm
_01729_,16.1µm
_03595_,16.1µm
_04668_,16.1µm
_02065_,16.08µm
_05467_,16.08µm
_00489_,16.06µm
_01427_,16.06µm
_01448_,16.06µm
_04429_,16.06µm
_04950_,16.06µm
_05521_,16.05µm
_03166_,16.04µm
_05409_,16.04µm
_06373_,16.04µm
_03495_,16.02µm
_03947_,16.02µm
_06259_,16.02µm
_02806_,16µm
_05589_,16µm
_04266_,15.975µm
_03374_,15.96µm
_03692_,15.95µm
_03551_,15.94µm
_00025_,15.92µm
net194,15.92µm
net241,15.92µm
_02793_,15.9µm
_06382_,15.9µm
_02429_,15.895µm
_00006_,15.88µm
_00994_,15.88µm
_01710_,15.88µm
_03277_,15.88µm
_02865_,15.86µm
_03623_,15.86µm
_04263_,15.86µm
_05025_,15.86µm
_02837_,15.84µm
_03463_,15.84µm
_06106_,15.84µm
_06329_,15.84µm
_05239_,15.83µm
_04089_,15.82µm
_01229_,15.81µm
_00896_,15.78µm
_02990_,15.78µm
_06621_,15.78µm
_00558_,15.76µm
_05756_,15.76µm
_00359_,15.74µm
_01815_,15.74µm
_02218_,15.74µm
_06108_,15.74µm
_04596_,15.73µm
_00140_,15.72µm
_02058_,15.72µm
_02069_,15.72µm
_04310_,15.72µm
_01843_,15.7µm
_05495_,15.7µm
_02983_,15.69µm
_03150_,15.66µm
_06414_,15.66µm
_02371_,15.64µm
_02792_,15.64µm
_03807_,15.64µm
_05609_,15.64µm
_06471_,15.64µm
_02836_,15.62µm
_03072_,15.62µm
_03165_,15.62µm
_04954_,15.62µm
_00618_,15.61µm
_05523_,15.605µm
_00777_,15.6µm
_01745_,15.6µm
_01675_,15.58µm
_02090_,15.58µm
_05736_,15.58µm
_05864_,15.58µm
net715,15.58µm
_03493_,15.56µm
_04170_,15.56µm
_05954_,15.54µm
_01022_,15.52µm
_04192_,15.5µm
_00050_,15.48µm
_00847_,15.48µm
_03013_,15.48µm
_05130_,15.48µm
_05645_,15.48µm
_06547_,15.48µm
_04870_,15.475µm
_00912_,15.46µm
_01302_,15.46µm
_01651_,15.46µm
_05960_,15.46µm
_06612_,15.46µm
net849,15.46µm
_01829_,15.45µm
_02661_,15.44µm
_05294_,15.44µm
_01746_,15.42µm
_02301_,15.42µm
_03088_,15.42µm
_05308_,15.42µm
_05813_,15.41µm
_00953_,15.4µm
_01903_,15.4µm
_04713_,15.4µm
_00637_,15.38µm
_01341_,15.38µm
_02405_,15.36µm
_02718_,15.36µm
_05825_,15.36µm
_06266_,15.36µm
_02526_,15.34µm
_03542_,15.34µm
_05457_,15.34µm
_05961_,15.34µm
_01384_,15.32µm
_01918_,15.32µm
_02076_,15.32µm
_02466_,15.32µm
_03839_,15.32µm
_05958_,15.32µm
_06210_,15.315µm
_03920_,15.31µm
_00269_,15.3µm
_05968_,15.3µm
_06470_,15.3µm
net90,15.3µm
_00420_,15.28µm
_06609_,15.28µm
_03074_,15.26µm
_03326_,15.26µm
_03348_,15.26µm
_03477_,15.26µm
_03625_,15.26µm
_05001_,15.26µm
_05802_,15.26µm
_01664_,15.24µm
_02819_,15.24µm
_00305_,15.22µm
_06186_,15.22µm
in1[4],15.22µm
_00409_,15.2µm
_01279_,15.2µm
_06310_,15.2µm
_02313_,15.19µm
_02809_,15.16µm
_00674_,15.14µm
_05010_,15.14µm
_05177_,15.14µm
_05279_,15.14µm
_05311_,15.14µm
_05026_,15.12µm
_01011_,15.1µm
_04439_,15.1µm
_03754_,15.08µm
_00389_,15.06µm
_05339_,15.06µm
_05413_,15.06µm
_05681_,15.06µm
_02869_,15.055µm
_05094_,15.04µm
_01190_,15.02µm
_02191_,15.02µm
_04166_,15.02µm
_06465_,15.02µm
net204,15µm
_01707_,14.98µm
_02475_,14.98µm
_04873_,14.98µm
_01284_,14.96µm
_01328_,14.96µm
_02537_,14.96µm
_03291_,14.96µm
_03713_,14.96µm
w22[1],14.95µm
_03770_,14.945µm
_00668_,14.94µm
_02674_,14.94µm
_04402_,14.94µm
_04916_,14.94µm
_06365_,14.94µm
_06650_,14.94µm
_04283_,14.9µm
_01890_,14.88µm
_01991_,14.865µm
_04795_,14.86µm
_05065_,14.86µm
_02369_,14.84µm
_02675_,14.84µm
_04206_,14.84µm
_04771_,14.84µm
_06209_,14.84µm
_02310_,14.83µm
_01491_,14.82µm
_01791_,14.82µm
_01218_,14.8µm
_01777_,14.8µm
_02107_,14.8µm
_02619_,14.8µm
_03375_,14.8µm
_04001_,14.8µm
_04965_,14.8µm
_05093_,14.8µm
_05439_,14.8µm
_01489_,14.78µm
_04643_,14.78µm
_01247_,14.76µm
_05778_,14.76µm
_00773_,14.74µm
_02465_,14.74µm
_01242_,14.72µm
_02448_,14.72µm
_02494_,14.72µm
_05062_,14.72µm
_05633_,14.72µm
_05867_,14.705µm
_06281_,14.7µm
_04158_,14.69µm
_05496_,14.685µm
_00415_,14.68µm
_00488_,14.68µm
_01761_,14.68µm
_03695_,14.68µm
_05581_,14.68µm
_06161_,14.68µm
_01200_,14.66µm
_01666_,14.66µm
_00296_,14.64µm
_01417_,14.64µm
_02482_,14.64µm
_03269_,14.64µm
_05076_,14.64µm
net936,14.62µm
_06604_,14.61µm
_01009_,14.6µm
_03173_,14.6µm
_05595_,14.6µm
_05987_,14.6µm
_01515_,14.59µm
w02[0],14.59µm
_03853_,14.58µm
_03967_,14.58µm
_04908_,14.58µm
_03331_,14.56µm
_05641_,14.56µm
_06233_,14.56µm
_01162_,14.55µm
_01188_,14.54µm
_00248_,14.52µm
_01018_,14.52µm
_02978_,14.52µm
_02942_,14.5µm
_00512_,14.48µm
_03175_,14.48µm
_03844_,14.48µm
_01891_,14.46µm
_02086_,14.46µm
_03771_,14.46µm
_04572_,14.46µm
_04845_,14.46µm
_05082_,14.46µm
_06039_,14.46µm
_06566_,14.46µm
_01174_,14.44µm
_01539_,14.44µm
_02425_,14.44µm
_02728_,14.44µm
_03959_,14.44µm
_05180_,14.44µm
_06541_,14.44µm
_00205_,14.42µm
_01329_,14.42µm
_03955_,14.42µm
_04070_,14.42µm
_05557_,14.42µm
_04056_,14.41µm
_01667_,14.4µm
_02893_,14.4µm
_03732_,14.4µm
_00474_,14.38µm
_02691_,14.38µm
_04030_,14.38µm
_06028_,14.38µm
w02[5],14.37µm
_03610_,14.36µm
_05329_,14.36µm
_01421_,14.34µm
_04481_,14.34µm
_05806_,14.34µm
_06002_,14.34µm
_01274_,14.32µm
_05045_,14.32µm
_05511_,14.32µm
_01442_,14.3µm
net227,14.3µm
_02396_,14.285µm
_04655_,14.28µm
_01630_,14.26µm
_04599_,14.26µm
_04842_,14.26µm
_05365_,14.26µm
_05462_,14.26µm
_06568_,14.26µm
_00352_,14.24µm
_01186_,14.24µm
_01097_,14.22µm
_03179_,14.22µm
_04688_,14.22µm
_05427_,14.2µm
_06116_,14.2µm
_04020_,14.195µm
_01324_,14.18µm
_02270_,14.18µm
_03541_,14.18µm
_05252_,14.18µm
_06596_,14.18µm
_03814_,14.16µm
_04679_,14.16µm
_05572_,14.16µm
_05342_,14.145µm
_00345_,14.14µm
_00613_,14.14µm
_01127_,14.14µm
_03160_,14.14µm
_03317_,14.12µm
_05204_,14.12µm
_01402_,14.1µm
_01610_,14.1µm
_01559_,14.08µm
_00425_,14.06µm
_03652_,14.06µm
_04194_,14.06µm
_05477_,14.06µm
net167,14.06µm
_00180_,14.04µm
_00494_,14.04µm
_03460_,14.04µm
_06574_,14.04µm
net242,14.03µm
_01794_,14.025µm
_03436_,14.02µm
_01717_,14µm
_05101_,13.98µm
_05109_,13.98µm
_05337_,13.98µm
_06347_,13.98µm
_01882_,13.96µm
_02245_,13.96µm
_02897_,13.96µm
_04760_,13.96µm
_04880_,13.96µm
_05356_,13.96µm
net184,13.96µm
_02027_,13.94µm
_02236_,13.94µm
_03685_,13.94µm
_04256_,13.94µm
_05145_,13.94µm
_05720_,13.94µm
_02250_,13.92µm
_03033_,13.92µm
_05058_,13.92µm
_05914_,13.91µm
_00936_,13.9µm
_04122_,13.9µm
_03621_,13.87µm
_00292_,13.86µm
_01637_,13.86µm
_02776_,13.86µm
_05315_,13.86µm
_05768_,13.86µm
_06135_,13.86µm
in1[1],13.86µm
in1[5],13.86µm
_00794_,13.84µm
_01259_,13.84µm
_03115_,13.84µm
_03416_,13.84µm
_04796_,13.84µm
_06580_,13.84µm
_01974_,13.82µm
_02264_,13.82µm
_05669_,13.82µm
_02187_,13.8µm
_02863_,13.8µm
_03712_,13.8µm
_04028_,13.8µm
_04374_,13.8µm
_04689_,13.8µm
_01915_,13.795µm
_01235_,13.77µm
_04036_,13.76µm
_04971_,13.76µm
_05278_,13.76µm
in0[7],13.75µm
_01879_,13.74µm
_04844_,13.74µm
_03515_,13.73µm
_00325_,13.72µm
_00426_,13.72µm
_00810_,13.72µm
_00815_,13.72µm
_01650_,13.72µm
_01871_,13.72µm
_02695_,13.72µm
_03829_,13.72µm
_05980_,13.72µm
_02808_,13.715µm
_00865_,13.7µm
_01782_,13.7µm
_05836_,13.7µm
_00976_,13.68µm
_02890_,13.68µm
_03655_,13.68µm
_05898_,13.68µm
_04804_,13.66µm
_00236_,13.64µm
_00620_,13.64µm
_06636_,13.64µm
_01551_,13.62µm
_01669_,13.62µm
_03169_,13.61µm
_00824_,13.6µm
_01501_,13.6µm
_02498_,13.6µm
_03434_,13.6µm
_03899_,13.6µm
_01449_,13.58µm
_02271_,13.58µm
_04090_,13.58µm
_00317_,13.56µm
_01019_,13.56µm
_01518_,13.56µm
_03171_,13.56µm
_03293_,13.56µm
_03687_,13.56µm
_05305_,13.56µm
_02984_,13.55µm
_04646_,13.545µm
_00967_,13.54µm
_03841_,13.54µm
_06469_,13.54µm
_00329_,13.535µm
_03381_,13.52µm
_00026_,13.5µm
_00560_,13.5µm
_01185_,13.5µm
_01790_,13.5µm
_02261_,13.5µm
_02604_,13.5µm
_04195_,13.5µm
_04338_,13.5µm
_04397_,13.5µm
_04696_,13.5µm
_04776_,13.5µm
_04815_,13.5µm
_05598_,13.5µm
_00270_,13.48µm
_01906_,13.48µm
_00572_,13.46µm
_01156_,13.46µm
_01170_,13.46µm
_01477_,13.46µm
_04385_,13.46µm
_05274_,13.46µm
_06251_,13.46µm
_04810_,13.455µm
_04199_,13.44µm
_00265_,13.42µm
_03301_,13.42µm
_03835_,13.42µm
_05716_,13.42µm
_01561_,13.4µm
_02029_,13.4µm
_03706_,13.4µm
_03743_,13.4µm
_01736_,13.38µm
_02765_,13.38µm
_03503_,13.38µm
_06196_,13.38µm
_00984_,13.36µm
_01264_,13.36µm
_01844_,13.36µm
_02616_,13.36µm
_04778_,13.36µm
_05556_,13.36µm
_03696_,13.34µm
_04759_,13.34µm
_05436_,13.34µm
in3[4],13.31µm
_02551_,13.3µm
_02823_,13.3µm
_03465_,13.3µm
_03722_,13.3µm
_05504_,13.3µm
_05908_,13.3µm
_03552_,13.28µm
_05327_,13.28µm
_03292_,13.265µm
_00891_,13.26µm
_01244_,13.26µm
_01973_,13.26µm
_02885_,13.26µm
_03618_,13.26µm
_04483_,13.26µm
_01372_,13.24µm
_04910_,13.24µm
_03051_,13.22µm
_03290_,13.22µm
_01786_,13.215µm
_00299_,13.21µm
_04078_,13.21µm
_05014_,13.2µm
_03318_,13.18µm
_03878_,13.18µm
_04099_,13.18µm
_06530_,13.18µm
_00626_,13.16µm
_02638_,13.16µm
_03117_,13.16µm
_04766_,13.16µm
_04960_,13.16µm
_06444_,13.16µm
_05418_,13.15µm
_01263_,13.14µm
_02378_,13.14µm
_03628_,13.14µm
_04658_,13.14µm
_04811_,13.14µm
_06431_,13.14µm
_02243_,13.12µm
_04149_,13.11µm
_02451_,13.1µm
_03189_,13.1µm
_03272_,13.1µm
_03358_,13.1µm
_03532_,13.1µm
_03657_,13.1µm
_05539_,13.1µm
_06476_,13.1µm
_02512_,13.09µm
_02126_,13.08µm
_03836_,13.08µm
_04531_,13.08µm
_05744_,13.08µm
_06128_,13.08µm
net173,13.08µm
_03184_,13.06µm
_05506_,13.06µm
_06111_,13.06µm
_01392_,13.04µm
_04191_,13.04µm
_06201_,13.04µm
net146,13.04µm
_05507_,13.035µm
_01731_,13.02µm
