Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_38_29,VGND,li1,21.6200,114.2400,0.000057
FILLER_38_22,VGND,li1,17.0200,114.2400,0.000059
FILLER_38_6,VGND,li1,9.6600,114.2400,0.000059
FILLER_37_281,VGND,li1,135.4700,114.2400,0.000395
FILLER_37_279,VGND,li1,134.0900,114.2400,0.000395
FILLER_37_273,VGND,li1,132.4800,114.2400,0.000395
FILLER_37_261,VGND,li1,128.3400,114.2400,0.000393
FILLER_37_253,VGND,li1,122.5900,114.2400,0.000388
FILLER_37_245,VGND,li1,120.0600,114.2400,0.000386
FILLER_37_233,VGND,li1,115.4600,114.2400,0.000383
FILLER_37_223,VGND,li1,108.3300,114.2400,0.000375
FILLER_37_210,VGND,li1,102.8100,114.2400,0.000366
FILLER_37_188,VGND,li1,92.9200,114.2400,0.000346
FILLER_37_179,VGND,li1,88.0900,114.2400,0.000334
FILLER_37_154,VGND,li1,77.7400,114.2400,0.000304
FILLER_37_144,VGND,li1,72.2200,114.2400,0.000281
FILLER_37_132,VGND,li1,69.0000,114.2400,0.000265
FILLER_37_120,VGND,li1,63.4800,114.2400,0.000248
FILLER_37_113,VGND,li1,57.9600,114.2400,0.000218
FILLER_37_110,VGND,li1,56.5800,114.2400,0.000218
FILLER_37_99,VGND,li1,51.7500,114.2400,0.000188
FILLER_37_87,VGND,li1,48.3000,114.2400,0.000177
FILLER_37_75,VGND,li1,42.7800,114.2400,0.000149
FILLER_37_63,VGND,li1,37.2600,114.2400,0.000115
FILLER_37_54,VGND,li1,30.8200,114.2400,0.000084
FILLER_37_42,VGND,li1,25.7600,114.2400,0.000056
FILLER_37_30,VGND,li1,22.0800,114.2400,0.000057
FILLER_37_18,VGND,li1,14.2600,114.2400,0.000059
FILLER_37_6,VGND,li1,11.0400,114.2400,0.000059
FILLER_36_283,VGND,li1,135.9300,108.8000,0.000481
FILLER_36_277,VGND,li1,134.3200,108.8000,0.000481
FILLER_36_265,VGND,li1,130.1800,108.8000,0.000480
FILLER_36_253,VGND,li1,124.6600,108.8000,0.000478
FILLER_36_251,VGND,li1,121.2100,108.8000,0.000476
FILLER_36_245,VGND,li1,119.6000,108.8000,0.000476
FILLER_36_233,VGND,li1,115.4600,108.8000,0.000474
FILLER_36_221,VGND,li1,109.9400,108.8000,0.000471
FILLER_36_209,VGND,li1,104.4200,108.8000,0.000467
FILLER_36_197,VGND,li1,98.9000,108.8000,0.000465
FILLER_36_192,VGND,li1,94.7600,108.8000,0.000463
FILLER_36_180,VGND,li1,91.0800,108.8000,0.000437
FILLER_36_168,VGND,li1,85.5600,108.8000,0.000416
FILLER_36_141,VGND,li1,73.1400,108.8000,0.000345
FILLER_36_139,VGND,li1,69.6900,108.8000,0.000323
FILLER_36_133,VGND,li1,68.0800,108.8000,0.000323
FILLER_36_121,VGND,li1,63.9400,108.8000,0.000300
FILLER_36_109,VGND,li1,58.4200,108.8000,0.000270
FILLER_36_97,VGND,li1,52.9000,108.8000,0.000239
FILLER_36_85,VGND,li1,47.3800,108.8000,0.000209
FILLER_36_83,VGND,li1,43.9300,108.8000,0.000183
FILLER_36_79,VGND,li1,42.7800,108.8000,0.000183
FILLER_36_71,VGND,li1,38.4100,108.8000,0.000148
FILLER_36_65,VGND,li1,36.8000,108.8000,0.000148
FILLER_36_53,VGND,li1,32.6600,108.8000,0.000123
FILLER_36_41,VGND,li1,26.2200,108.8000,0.000079
FILLER_36_29,VGND,li1,21.6200,108.8000,0.000068
FILLER_36_22,VGND,li1,17.0200,108.8000,0.000069
FILLER_36_9,VGND,li1,11.0400,108.8000,0.000070
FILLER_35_281,VGND,li1,135.4700,108.8000,0.000481
FILLER_35_261,VGND,li1,127.4200,108.8000,0.000479
FILLER_35_249,VGND,li1,120.7500,108.8000,0.000476
FILLER_35_237,VGND,li1,117.3000,108.8000,0.000475
FILLER_35_225,VGND,li1,111.7800,108.8000,0.000472
FILLER_35_218,VGND,li1,107.1800,108.8000,0.000470
